o_free_time,o_num_assignments,a_rest,a_grading,a_pd,r,op_free_time,op_num_assignments,ap_rest,ap_grading,ap_pd,day
3,2093,0.4,0.5,0.1,-39.6091123970901,4,2101,0.4,0.4,0.2,301
4,2101,0.4,0.4,0.2,-39.71973157061743,7,2105,0.1,0.1,0.8,302
7,2105,0.1,0.1,0.8,-41.084789091199404,0,2113,0.7,0.3,0.0,303
0,2113,0.7,0.3,0.0,-40.02765074414476,1,2117,0.0,0.2,0.8,304
1,2117,0.0,0.2,0.8,-40.30256991767208,6,2124,1.0,-0.0,-0.0,305
6,2124,1.0,-0.0,-0.0,-40.512808264726736,6,2133,0.5,0.4,0.1,306
6,2133,0.5,0.4,0.1,-40.529831570617425,5,2139,0.9,0.0,0.1,307
5,2139,0.9,0.0,0.1,-40.822708264726735,6,2146,0.7,0.2,0.1,308
6,2146,0.7,0.2,0.1,-40.98526991767208,7,2155,0.0,0.1,0.9,309
7,2155,0.0,0.1,0.9,-41.281689091199404,7,2163,0.4,0.1,0.5,310
7,2163,0.4,0.1,0.5,-41.440589091199406,2,2171,0.6,0.4,-0.0,311
2,2171,0.6,0.4,-0.0,-41.601931570617424,5,2184,0.5,0.4,0.1,312
5,2184,0.5,0.4,0.1,-41.877831570617424,4,2198,0.3,0.4,0.3,313
4,2198,0.3,0.4,0.3,-42.08363157061743,7,2208,0.0,0.5,0.5,314
7,2208,0.0,0.5,0.5,-42.191212397090105,4,2215,0.7,0.1,0.2,315
4,2215,0.7,0.1,0.2,-42.34888909119941,1,2219,0.4,0.4,0.2,316
1,2219,0.4,0.4,0.2,-42.45373157061743,5,2227,0.2,0.2,0.6,317
5,2227,0.2,0.2,0.6,-42.666769917672084,5,2233,0.2,0.6,0.2,318
5,2233,0.2,0.6,0.2,-42.632293223562776,2,2239,0.8,0.0,0.2,319
2,2239,0.8,0.0,0.2,-42.882608264726734,6,2244,0.7,0.2,0.1,320
6,2244,0.7,0.2,0.1,-43.05326991767208,5,2253,0.3,0.1,0.6,321
5,2253,0.3,0.1,0.6,-43.25098909119941,5,2258,0.1,0.1,0.8,322
5,2258,0.1,0.1,0.8,-43.44928909119941,4,2265,0.2,0.2,0.6,323
4,2265,0.2,0.2,0.6,-43.63076991767208,2,2274,0.2,0.7,0.1,324
2,2274,0.2,0.7,0.1,-43.62417405003545,2,2281,0.0,0.3,0.7,325
2,2281,0.0,0.3,0.7,-43.834950744144756,5,2287,0.2,0.5,0.3,326
5,2287,0.2,0.5,0.3,-43.8664123970901,1,2293,0.2,0.6,0.2,327
1,2293,0.2,0.6,0.2,-44.864293223562775,0,2297,0.5,0.1,0.4,328
0,2297,0.5,0.1,0.4,-44.103689091199406,2,2303,0.0,0.3,0.7,329
2,2303,0.0,0.3,0.7,-44.36245074414476,1,2315,0.0,0.8,0.2,330
1,2315,0.0,0.8,0.2,-44.34585487650812,3,2325,0.6,0.4,-0.0,331
3,2325,0.6,0.4,-0.0,-44.57293157061743,5,2335,0.7,0.3,0.0,332
5,2335,0.7,0.3,0.0,-44.87565074414476,2,2349,0.3,0.1,0.6,333
2,2349,0.3,0.1,0.6,-45.10498909119941,4,2354,0.3,0.3,0.4,334
4,2354,0.3,0.3,0.4,-45.16725074414475,1,2359,0.7,0.3,0.0,335
1,2359,0.7,0.3,0.0,-46.354150744144754,0,2370,0.3,0.5,0.2,336
0,2370,0.3,0.5,0.2,-45.5940123970901,4,2384,0.0,0.5,0.5,337
4,2384,0.0,0.5,0.5,-45.7262123970901,5,2391,0.3,0.6,0.1,338
5,2391,0.3,0.6,0.1,-45.72639322356278,2,2397,0.0,0.2,0.8,339
2,2397,0.0,0.2,0.8,-45.980569917672085,2,2401,0.1,0.2,0.7,340
2,2401,0.1,0.2,0.7,-46.25466991767208,6,2414,0.4,0.5,0.1,341
6,2414,0.4,0.5,0.1,-46.2891123970901,1,2423,0.2,0.4,0.4,342
1,2423,0.2,0.4,0.4,-46.323531570617426,1,2423,0.1,0.2,0.7,343
1,2423,0.1,0.2,0.7,-46.55666991767208,5,2430,0.1,0.6,0.3,344
5,2430,0.1,0.6,0.3,-47.582193223562776,0,2440,0.5,0.3,0.2,345
0,2440,0.5,0.3,0.2,-46.58395074414475,2,2437,0.2,0.2,0.6,346
2,2437,0.2,0.2,0.6,-46.98876991767208,4,2453,0.2,0.3,0.5,347
4,2453,0.2,0.3,0.5,-48.16615074414475,0,2463,0.2,0.5,0.3,348
0,2463,0.2,0.5,0.3,-47.151412397090105,7,2467,0.0,0.3,0.7,349
7,2467,0.0,0.3,0.7,-47.459950744144756,6,2478,0.2,0.3,0.5,350
6,2478,0.2,0.3,0.5,-47.52665074414475,1,2482,0.2,0.7,0.1,351
1,2482,0.2,0.7,0.1,-47.29267405003545,1,2481,0.2,0.7,0.1,352
1,2481,0.2,0.7,0.1,-47.41917405003545,5,2492,0.3,0.2,0.5,353
5,2492,0.3,0.2,0.5,-47.81886991767208,7,2501,0.4,0.5,0.1,354
7,2501,0.4,0.5,0.1,-48.8341123970901,0,2510,0.1,0.2,0.7,355
0,2510,0.1,0.2,0.7,-47.99266991767208,1,2509,0.0,0.5,0.5,356
1,2509,0.0,0.5,0.5,-48.0662123970901,5,2520,0.4,0.5,0.1,357
5,2520,0.4,0.5,0.1,-48.2291123970901,6,2532,0.4,0.3,0.3,358
6,2532,0.4,0.3,0.3,-48.424850744144756,5,2537,0.2,0.2,0.6,359
5,2537,0.2,0.2,0.6,-49.55276991767208,0,2539,0.0,0.6,0.4,360
0,2539,0.0,0.6,0.4,-48.50009322356278,1,2547,0.8,0.2,-0.0,361
1,2547,0.8,0.2,-0.0,-49.889369917672084,0,2560,0.7,0.1,0.2,362
0,2560,0.7,0.1,0.2,-49.161889091199406,6,2569,0.7,0.1,0.2,363
5,0,0.4,0.3,0.3,0.8672939991877197,3,0,0.2,0.3,0.5,0
3,0,0.2,0.3,0.5,0.8446304906012705,6,8,0.1,0.8,0.1,1
6,8,0.1,0.8,0.1,1.1697039803684095,4,11,0.3,0.4,0.3,2
4,11,0.3,0.4,0.3,0.9186210692845824,4,7,0.1,0.3,0.6,3
4,7,0.1,0.3,0.6,0.792945419797187,6,18,0.1,0.2,0.7,4
6,18,0.1,0.2,0.7,0.6798567756809444,1,21,0.1,0.0,0.9,5
1,21,0.1,0.0,0.9,0.5082763253355568,2,27,0.7,0.0,0.3,6
2,27,0.7,0.0,0.3,0.4951649589798231,6,38,0.0,0.9,0.1,7
6,38,0.0,0.9,0.1,0.8332225956904292,6,49,0.2,0.5,0.3,8
6,49,0.2,0.5,0.3,0.6974423557147087,5,50,0.4,0.3,0.3,9
5,50,0.4,0.3,0.3,0.6022371956894284,7,54,0.0,0.0,1.0,10
7,54,0.0,0.0,1.0,0.38518817761144225,5,58,0.2,0.7,0.1,11
5,58,0.2,0.7,0.1,0.6614738637415538,3,65,0.4,0.3,0.3,12
3,65,0.4,0.3,0.3,0.5200431835027146,2,65,0.5,0.4,0.1,13
2,65,0.5,0.4,0.1,0.5450138181061206,4,72,0.3,0.2,0.5,14
4,72,0.3,0.2,0.5,0.42269777697943434,4,75,0.6,0.1,0.3,15
4,75,0.6,0.1,0.3,0.2522943337008466,1,86,0.0,0.5,0.5,16
1,86,0.0,0.5,0.5,0.12422243365339636,5,94,0.0,0.2,0.8,17
5,94,0.0,0.2,0.8,-1.1979057257669254,0,105,0.1,0.4,0.5,18
0,105,0.1,0.4,0.5,-0.27973271795040705,5,111,0.1,0.1,0.8,19
5,111,0.1,0.1,0.8,-0.5605356262183623,2,120,0.2,0.6,0.2,20
2,120,0.2,0.6,0.2,-0.6680017522026238,6,131,0.7,0.2,0.1,21
6,131,0.7,0.2,0.1,-0.9743933332616869,4,144,0.6,0.1,0.3,22
4,144,0.6,0.1,0.3,-1.1841351601030359,3,151,0.0,0.8,0.2,23
3,151,0.0,0.8,0.2,-1.2499387643437447,3,159,0.6,0.2,0.2,24
3,159,0.6,0.2,0.2,-1.3440836191030825,6,161,0.3,0.6,0.1,25
6,161,0.3,0.6,0.1,-1.4897120351646447,4,171,0.5,0.1,0.4,26
4,171,0.5,0.1,0.4,-1.601913867626431,6,172,0.0,0.8,0.2,27
6,172,0.0,0.8,0.2,-1.6111574054579871,4,178,0.7,0.3,0.0,28
4,178,0.7,0.3,0.0,-1.6329491395398181,1,178,0.5,0.4,0.1,29
1,178,0.5,0.4,0.1,-1.7828320771437394,7,185,0.7,0.3,-0.0,30
7,185,0.7,0.3,-0.0,-1.9556001752106194,1,193,0.4,0.2,0.4,31
1,193,0.4,0.2,0.4,-2.090860127370904,5,196,0.1,0.7,0.2,32
5,196,0.1,0.7,0.2,-2.1890669199437163,5,205,0.3,0.6,0.1,33
5,205,0.3,0.6,0.1,-2.13788389843249,7,205,0.3,0.2,0.5,34
7,205,0.3,0.2,0.5,-2.33374417352723,7,210,0.2,0.5,0.3,35
7,210,0.2,0.5,0.3,-2.4698380675241616,3,219,0.3,0.4,0.3,36
3,219,0.3,0.4,0.3,-2.5753335320532784,7,224,0.5,0.2,0.3,37
7,224,0.5,0.2,0.3,-2.756981981405382,5,231,0.0,0.8,0.2,38
5,231,0.0,0.8,0.2,-2.8273425151719778,2,240,0.1,0.0,0.9,39
2,240,0.1,0.0,0.9,-3.079008262682814,5,244,0.1,0.5,0.4,40
5,244,0.1,0.5,0.4,-3.1719798022281,5,252,0.3,0.3,0.4,41
5,252,0.3,0.3,0.4,-3.2929299518704696,3,257,0.0,0.3,0.7,42
3,257,0.0,0.3,0.7,-3.5412465740103003,6,267,0.7,0.2,0.1,43
6,267,0.7,0.2,0.1,-3.652999478647397,6,274,0.1,0.6,0.3,44
6,274,0.1,0.6,0.3,-3.7841413191196374,1,281,0.0,0.3,0.7,45
1,281,0.0,0.3,0.7,-4.09560380086812,3,294,0.1,0.8,0.1,46
3,294,0.1,0.8,0.1,-4.108312376666001,4,302,0.2,0.7,0.1,47
4,302,0.2,0.7,0.1,-4.146944626622328,2,309,0.6,0.4,0.0,48
2,309,0.6,0.4,0.0,-4.275990165536692,4,313,0.2,0.6,0.2,49
4,313,0.2,0.6,0.2,-4.403563959009367,6,322,0.5,0.0,0.5,50
6,322,0.5,0.0,0.5,-4.707047498705694,4,329,0.3,0.1,0.6,51
4,329,0.3,0.1,0.6,-5.003389702949368,2,341,0.3,0.4,0.3,52
2,341,0.3,0.4,0.3,-5.178900923372171,5,351,0.7,0.1,0.2,53
5,351,0.7,0.1,0.2,-5.3697330380028845,7,359,0.5,0.3,0.2,54
7,359,0.5,0.3,0.2,-5.617190556361867,4,370,0.2,0.0,0.8,55
4,370,0.2,0.0,0.8,-5.828462814676367,5,376,0.3,0.0,0.7,56
5,376,0.3,0.0,0.7,-6.109696326670163,3,388,0.2,0.2,0.6,57
3,388,0.2,0.2,0.6,-6.359523926652719,2,398,0.6,0.3,0.1,58
2,398,0.6,0.3,0.1,-6.472088549498784,6,405,0.3,0.4,0.3,59
6,405,0.3,0.4,0.3,-6.6785696640037955,5,414,0.5,0.5,0.0,60
5,414,0.5,0.5,0.0,-6.732985467363758,4,419,0.4,0.3,0.3,61
4,419,0.4,0.3,0.3,-7.87752736269012,0,426,0.5,0.0,0.5,62
0,426,0.5,0.0,0.5,-6.991613192813219,4,432,0.0,1.0,-0.0,63
4,432,0.0,1.0,-0.0,-7.192092060885087,2,444,0.5,0.2,0.3,64
2,444,0.5,0.2,0.3,-7.226274140276236,4,447,0.3,0.1,0.6,65
4,447,0.3,0.1,0.6,-7.503578148873473,2,458,0.3,0.1,0.6,66
2,458,0.3,0.1,0.6,-7.741444804884739,5,468,0.5,0.1,0.4,67
5,468,0.5,0.1,0.4,-7.941628356835892,3,479,0.7,0.3,0.0,68
3,479,0.7,0.3,0.0,-8.142008073267533,4,489,0.1,0.7,0.2,69
4,489,0.1,0.7,0.2,-8.272964992534858,2,495,0.7,0.2,0.1,70
2,495,0.7,0.2,0.1,-8.37510609260951,6,503,0.2,0.4,0.4,71
6,503,0.2,0.4,0.4,-8.707507506683413,6,517,0.4,0.3,0.3,72
6,517,0.4,0.3,0.3,-8.75013588099158,3,520,0.8,0.1,0.1,73
3,520,0.8,0.1,0.1,-8.911820439587913,1,529,0.2,0.1,0.7,74
1,529,0.2,0.1,0.7,-9.151208235192035,2,538,0.2,0.4,0.4,75
2,538,0.2,0.4,0.4,-10.408193152840115,0,550,0.2,0.6,0.2,76
0,550,0.2,0.6,0.2,-9.566436221311713,4,560,0.2,0.4,0.4,77
4,560,0.2,0.4,0.4,-9.765618209098596,7,571,0.7,-0.0,0.3,78
7,571,0.7,-0.0,0.3,-10.98758078200761,0,583,0.0,1.0,0.0,79
0,583,0.0,1.0,0.0,-11.184293767312534,0,594,0.4,0.6,0.0,80
0,594,0.4,0.6,0.0,-10.330883561951907,1,606,0.5,0.4,0.1,81
1,606,0.5,0.4,0.1,-10.503060157434577,3,615,0.3,-0.0,0.7,82
3,615,0.3,-0.0,0.7,-10.8705809076812,6,629,0.6,0.3,0.1,83
6,629,0.6,0.3,0.1,-11.038421551273355,6,638,0.7,0.0,0.3,84
6,638,0.7,0.0,0.3,-11.230810722609725,5,646,0.3,0.1,0.6,85
5,646,0.3,0.1,0.6,-11.501138150492178,1,656,0.3,0.5,0.2,86
1,656,0.3,0.5,0.2,-11.805897768987256,1,671,0.7,0.1,0.2,87
1,671,0.7,0.1,0.2,-11.961507541297383,4,681,0.6,0.1,0.3,88
4,681,0.6,0.1,0.3,-12.19139346588441,5,692,0.4,0.4,0.2,89
5,692,0.4,0.4,0.2,-12.4658,2,704,0.4,0.4,0.2,90
2,704,0.4,0.4,0.2,-12.5518,6,709,0.1,0.7,0.2,91
6,709,0.1,0.7,0.2,-12.6923,1,718,0.3,0.7,-0.0,92
1,718,0.3,0.7,-0.0,-12.631732531225566,7,720,0.5,0.3,0.2,93
7,720,0.5,0.3,0.2,-12.89512020591331,5,733,0.0,0.1,0.9,94
5,733,0.0,0.1,0.9,-13.069694153854178,2,737,0.5,0.1,0.4,95
2,737,0.5,0.1,0.4,-13.180809847315635,7,743,0.6,0.1,0.3,96
7,743,0.6,0.1,0.3,-14.449493252092479,0,755,0.6,0.1,0.3,97
0,755,0.6,0.1,0.3,-13.6697,4,766,0.1,0.8,0.1,98
4,766,0.1,0.8,0.1,-13.803899999999999,2,773,0.3,0.4,0.3,99
2,773,0.3,0.4,0.3,-13.844924614737177,2,777,0.2,0.2,0.6,100
2,777,0.2,0.2,0.6,-14.077174368589807,6,787,0.5,0.2,0.3,101
6,787,0.5,0.2,0.3,-14.273453224903909,5,797,0.1,0.5,0.4,102
5,797,0.1,0.5,0.4,-14.494789999999998,2,807,0.2,0.2,0.6,103
2,807,0.2,0.2,0.6,-14.59933961265487,3,812,0.3,0.5,0.2,104
3,812,0.3,0.5,0.2,-14.876290235528321,1,827,0.0,0.4,0.6,105
1,827,0.0,0.4,0.6,-15.012224072423038,2,833,0.6,0.2,0.2,106
2,833,0.6,0.2,0.2,-15.111892013393806,7,840,0.4,0.2,0.4,107
7,840,0.4,0.2,0.4,-15.29695372206187,3,847,0.4,0.3,0.3,108
3,847,0.4,0.3,0.3,-15.452510647841057,2,854,0.2,0.8,-0.0,109
2,854,0.2,0.8,-0.0,-15.61719035001099,5,865,0.2,0.5,0.3,110
5,865,0.2,0.5,0.3,-16.74132150134992,0,873,0.0,0.9,0.1,111
0,873,0.0,0.9,0.1,-15.697605889498695,1,877,0.0,0.1,0.9,112
1,877,0.0,0.1,0.9,-15.963578768630342,1,885,0.6,0.0,0.4,113
1,885,0.6,0.0,0.4,-16.141614373427792,2,894,0.1,0.3,0.6,114
2,894,0.1,0.3,0.6,-17.368907295516582,0,902,0.8,0.1,0.1,115
0,902,0.8,0.1,0.1,-17.494006796305403,0,910,0.1,0.6,0.3,116
0,910,0.1,0.6,0.3,-17.778735841898236,0,922,0.3,0.5,0.2,117
0,922,0.3,0.5,0.2,-16.86549278393722,7,929,0.4,0.0,0.6,118
7,929,0.4,0.0,0.6,-17.122354428159234,3,940,0.9,0.1,0.0,119
3,940,0.9,0.1,0.0,-17.257784240157626,5,947,0.1,0.2,0.7,120
5,947,0.1,0.2,0.7,-17.590699406129513,2,959,0.1,0.3,0.6,121
2,959,0.1,0.3,0.6,-17.70079141206822,6,964,0.2,0.4,0.4,122
6,964,0.2,0.4,0.4,-17.94768149794754,6,977,0.5,0.1,0.4,123
6,977,0.5,0.1,0.4,-18.100971682968062,3,987,0.6,0.1,0.3,124
3,987,0.6,0.1,0.3,-19.391060966138383,0,1002,0.7,0.2,0.1,125
0,1002,0.7,0.2,0.1,-18.551248356477,2,1010,0.0,0.9,0.1,126
2,1010,0.0,0.9,0.1,-18.6884,2,1018,0.3,0.5,0.2,127
2,1018,0.3,0.5,0.2,-19.80438787291223,0,1027,0.3,0.5,0.2,128
0,1027,0.3,0.5,0.2,-18.936588994183108,1,1035,0.7,0.3,0.0,129
1,1035,0.7,0.3,0.0,-20.135552354241277,0,1046,0.3,0.2,0.5,130
0,1046,0.3,0.2,0.5,-19.46578402194886,1,1059,0.1,0.7,0.2,131
1,1059,0.1,0.7,0.2,-19.570928182541873,4,1067,0.3,0.6,0.1,132
4,1067,0.3,0.6,0.1,-19.68458674526958,7,1076,0.7,0.1,0.2,133
7,1076,0.7,0.1,0.2,-19.863526189801103,1,1083,0.1,0.1,0.8,134
1,1083,0.1,0.1,0.8,-20.106373731689622,3,1090,0.6,0.3,0.1,135
3,1090,0.6,0.3,0.1,-20.231689308345636,5,1098,0.0,0.8,0.2,136
5,1098,0.0,0.8,0.2,-20.270508840056802,2,1102,0.2,0.6,0.2,137
2,1102,0.2,0.6,0.2,-20.268670587988666,3,1105,0.2,0.7,0.1,138
3,1105,0.2,0.7,0.1,-20.387380842681335,3,1115,0.1,0.0,0.9,139
3,1115,0.1,0.0,0.9,-21.694551910231947,0,1123,0.4,0.6,-0.0,140
0,1123,0.4,0.6,-0.0,-20.783640648899567,6,1133,0.1,0.2,0.7,141
6,1133,0.1,0.2,0.7,-21.081285947830647,2,1143,0.4,0.3,0.3,142
2,1143,0.4,0.3,0.3,-21.202333123043765,7,1150,0.7,0.0,0.3,143
7,1150,0.7,0.0,0.3,-21.380590329973746,5,1157,0.5,0.2,0.3,144
5,1157,0.5,0.2,0.3,-21.630740356383622,7,1167,0.3,0.1,0.6,145
7,1167,0.3,0.1,0.6,-21.847360365812776,6,1175,0.4,0.4,0.2,146
6,1175,0.4,0.4,0.2,-22.047506934499093,6,1185,0.6,0.3,0.1,147
6,1185,0.6,0.3,0.1,-22.190071143067755,6,1193,0.3,0.5,0.2,148
6,1193,0.3,0.5,0.2,-22.440396448627276,6,1205,0.7,0.1,0.2,149
6,1205,0.7,0.1,0.2,-22.461393519634452,7,1207,0.1,0.6,0.3,150
7,1207,0.1,0.6,0.3,-22.623025697545394,7,1213,0.0,0.7,0.3,151
7,1213,0.0,0.7,0.3,-22.67336938623354,7,1219,0.2,0.0,0.8,152
7,1219,0.2,0.0,0.8,-22.7486505613117,2,1221,0.1,0.5,0.4,153
2,1221,0.1,0.5,0.4,-22.871462899027833,1,1227,0.0,0.7,0.3,154
1,1227,0.0,0.7,0.3,-22.904354743948268,1,1232,0.4,0.5,0.1,155
1,1232,0.4,0.5,0.1,-23.082314624543272,2,1244,0.9,0.1,0.0,156
2,1244,0.9,0.1,0.0,-23.33227562914441,1,1256,0.4,0.3,0.3,157
1,1256,0.4,0.3,0.3,-23.594790263938375,3,1266,0.2,0.4,0.4,158
3,1266,0.2,0.4,0.4,-23.808707208051317,7,1276,0.0,0.4,0.6,159
7,1276,0.0,0.4,0.6,-23.981800260453973,5,1284,0.1,0.2,0.7,160
5,1284,0.1,0.2,0.7,-24.080247002344393,4,1288,0.5,0.4,0.1,161
4,1288,0.5,0.4,0.1,-24.21777608869343,7,1297,0.2,0.3,0.5,162
7,1297,0.2,0.3,0.5,-24.496883148499222,4,1309,0.5,0.1,0.4,163
4,1309,0.5,0.1,0.4,-24.801922381102038,2,1324,0.1,0.5,0.4,164
2,1324,0.1,0.5,0.4,-25.114854482676026,3,1338,0.1,0.1,0.8,165
3,1338,0.1,0.1,0.8,-25.27704415210244,2,1345,0.3,0.5,0.2,166
2,1345,0.3,0.5,0.2,-25.475162844241385,6,1356,0.3,0.1,0.6,167
6,1356,0.3,0.1,0.6,-26.671247906662458,0,1365,0.1,0.9,-0.0,168
0,1365,0.1,0.9,-0.0,-25.772540788220052,3,1373,0.5,0.3,0.2,169
3,1373,0.5,0.3,0.2,-25.91746845224416,1,1382,0.7,0.1,0.2,170
1,1382,0.7,0.1,0.2,-26.094302810958965,5,1390,0.2,0.5,0.3,171
5,1390,0.2,0.5,0.3,-27.394837920860414,0,1403,0.3,0.6,0.1,172
0,1403,0.3,0.6,0.1,-26.47295129489249,6,1410,0.1,0.9,-0.0,173
6,1410,0.1,0.9,-0.0,-26.529383496025844,2,1419,0.0,0.6,0.4,174
2,1419,0.0,0.6,0.4,-26.574492933488578,7,1422,0.2,0.0,0.8,175
7,1422,0.2,0.0,0.8,-26.854053316564688,1,1431,0.5,0.1,0.4,176
1,1431,0.5,0.1,0.4,-26.984448383440878,4,1437,0.1,0.8,0.1,177
4,1437,0.1,0.8,0.1,-27.11065852769161,4,1447,0.6,0.2,0.2,178
4,1447,0.6,0.2,0.2,-27.213416784010303,7,1451,0.2,0.3,0.5,179
7,1451,0.2,0.3,0.5,-27.464407509429943,4,1461,0.7,0.2,0.1,180
4,1461,0.7,0.2,0.1,-27.56803227702238,6,1467,0.8,0.0,0.2,181
6,1467,0.8,0.0,0.2,-27.75100537419414,6,1474,0.5,0.1,0.4,182
6,1474,0.5,0.1,0.4,-28.005138543385105,1,1483,0.2,0.5,0.3,183
1,1483,0.2,0.5,0.3,-28.195067309954585,7,1491,0.2,0.7,0.1,184
7,1491,0.2,0.7,0.1,-29.28217686832055,0,1499,0.1,0.5,0.4,185
0,1499,0.1,0.5,0.4,-28.32028751938968,6,1502,0.2,0.4,0.4,186
6,1502,0.2,0.4,0.4,-28.525138523298615,2,1513,0.5,0.2,0.3,187
2,1513,0.5,0.2,0.3,-28.686882115783902,2,1521,0.9,0.1,0.0,188
2,1521,0.9,0.1,0.0,-28.767142109963572,7,1525,0.1,0.4,0.5,189
7,1525,0.1,0.4,0.5,-29.09210507262951,1,1537,0.4,0.1,0.5,190
1,1537,0.4,0.1,0.5,-29.208520476795922,3,1543,0.2,0.3,0.5,191
3,1543,0.2,0.3,0.5,-29.452011623073073,4,1553,0.1,0.1,0.8,192
4,1553,0.1,0.1,0.8,-30.600055456463565,0,1560,0.3,0.6,0.1,193
0,1560,0.3,0.6,0.1,-29.80994790189893,5,1572,0.2,0.6,0.2,194
5,1572,0.2,0.6,0.2,-30.182081422879943,7,1593,0.0,0.5,0.5,195
7,1593,0.0,0.5,0.5,-30.349120508651144,7,1602,0.7,-0.0,0.3,196
7,1602,0.7,-0.0,0.3,-30.448594878564627,3,1608,0.1,0.5,0.4,197
3,1608,0.1,0.5,0.4,-31.68504200852898,0,1617,0.2,0.4,0.4,198
0,1617,0.2,0.4,0.4,-30.722548172131194,2,1620,0.0,0.9,0.1,199
2,1620,0.0,0.9,0.1,-31.811101847591758,0,1630,0.3,0.5,0.2,200
0,1630,0.3,0.5,0.2,-31.02527441266909,5,1643,0.5,0.4,0.1,201
5,1643,0.5,0.4,0.1,-31.37987207573147,5,1661,0.5,0.4,0.1,202
5,1661,0.5,0.4,0.1,-31.598106612151305,2,1672,0.6,-0.0,0.4,203
2,1672,0.6,-0.0,0.4,-31.810063673222228,7,1679,0.2,0.2,0.6,204
7,1679,0.2,0.2,0.6,-32.197215711662196,5,1695,0.1,0.5,0.4,205
5,1695,0.1,0.5,0.4,-32.38247901797905,4,1705,0.2,0.4,0.4,206
4,1705,0.2,0.4,0.4,-32.44707135231158,2,1709,0.0,0.9,0.1,207
2,1709,0.0,0.9,0.1,-32.349588710323104,2,1714,0.6,0.2,0.2,208
2,1714,0.6,0.2,0.2,-32.61271785828717,6,1722,0.8,0.1,0.1,209
6,1722,0.8,0.1,0.1,-32.76365041946663,4,1728,0.5,0.4,0.1,210
4,1728,0.5,0.4,0.1,-32.96378650010702,2,1737,0.0,0.5,0.5,211
2,1737,0.0,0.5,0.5,-33.14477910302353,1,1745,0.7,0.2,0.1,212
1,1745,0.7,0.2,0.1,-33.2972866104551,3,1754,0.9,0.1,0.0,213
3,1754,0.9,0.1,0.0,-34.481179949266604,0,1762,0.4,0.2,0.4,214
0,1762,0.4,0.2,0.4,-33.7406834429335,2,1771,0.9,-0.0,0.1,215
2,1771,0.9,-0.0,0.1,-34.95063052105548,0,1782,0.3,0.2,0.5,216
0,1782,0.3,0.2,0.5,-34.25022821584493,7,1793,0.1,0.1,0.8,217
7,1793,0.1,0.1,0.8,-34.579928933686475,3,1809,0.0,0.1,0.9,218
3,1809,0.0,0.1,0.9,-34.849830644349616,2,1822,0.6,0.3,0.1,219
2,1822,0.6,0.3,0.1,-34.93062433790612,3,1828,0.1,0.7,0.2,220
3,1828,0.1,0.7,0.2,-36.21169409452706,0,1842,0.7,0.1,0.2,221
0,1842,0.7,0.1,0.2,-35.30248765358179,7,1849,0.8,0.1,0.1,222
7,1849,0.8,0.1,0.1,-35.65060776454597,2,1866,0.4,0.1,0.5,223
2,1866,0.4,0.1,0.5,-35.85020568690051,6,1874,0.0,0.4,0.6,224
6,1874,0.0,0.4,0.6,-36.12680463003151,6,1885,0.0,0.4,0.6,225
6,1885,0.0,0.4,0.6,-36.17416858373119,1,1888,0.8,0.2,-0.0,226
1,1888,0.8,0.2,-0.0,-36.240696547893876,1,1895,0.4,0.3,0.3,227
1,1895,0.4,0.3,0.3,-36.41039258241494,2,1901,0.6,0.4,0.0,228
2,1901,0.6,0.4,0.0,-36.607385656590786,6,1912,0.1,0.1,0.8,229
6,1912,0.1,0.1,0.8,-36.85988680002488,2,1923,0.1,0.1,0.8,230
2,1923,0.1,0.1,0.8,-37.039887932024634,1,1932,0.2,0.2,0.6,231
1,1932,0.2,0.2,0.6,-37.28008705270439,5,1944,0.6,0.2,0.2,232
5,1944,0.6,0.2,0.2,-37.36048218217734,4,1950,0.6,0.2,0.2,233
4,1950,0.6,0.2,0.2,-37.580477360355566,2,1961,0.5,0.2,0.3,234
2,1961,0.5,0.2,0.3,-37.7697,1,1970,0.2,0.2,0.6,235
1,1970,0.2,0.2,0.6,-37.9394,3,1977,0.3,0.4,0.3,236
3,1977,0.3,0.4,0.3,-38.0757,2,1984,0.0,0.1,0.9,237
2,1984,0.0,0.1,0.9,-38.2491,6,1992,0.5,0.3,0.2,238
6,1992,0.5,0.3,0.2,-38.5398,7,2008,0.1,0.4,0.5,239
7,2008,0.1,0.4,0.5,-39.755500000000005,0,2017,0.2,0.7,0.1,240
0,2017,0.2,0.7,0.1,-38.7994,2,2023,0.8,0.2,0.0,241
2,2023,0.8,0.2,0.0,-38.88939958675201,7,2030,0.4,0.5,0.1,242
7,2030,0.4,0.5,0.1,-39.168275,2,2043,0.4,0.4,0.2,243
2,2043,0.4,0.4,0.2,-39.250949999999996,7,2048,0.5,0.2,0.3,244
7,2048,0.5,0.2,0.3,-39.4204,6,2056,0.0,0.9,0.1,245
6,2056,0.0,0.9,0.1,-40.478674999999996,0,2063,0.1,0.6,0.3,246
0,2063,0.1,0.6,0.3,-39.592622590884496,5,2071,0.6,0.2,0.2,247
5,2071,0.6,0.2,0.2,-39.86537931497565,5,2084,0.1,0.5,0.4,248
5,2084,0.1,0.5,0.4,-40.01671666745089,1,2091,0.6,0.2,0.2,249
1,2091,0.6,0.2,0.2,-40.17817042280763,3,2099,0.6,0.1,0.3,250
